parameter_name,category,current_value,default_value,value_range,core_effect,why_performance_related,risk_level,can_modify,evidence_source,notes,score
external_table_io_hole_size,磁盘IO,1M,1M,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=4,4
external_table_io_range_size,磁盘IO,8M,8M,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=4,4
global_index_auto_split_policy,内存管理,ALL,ALL,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=4,4
major_compact_trigger,内存管理,0,0,"[0,65535] in integer",影响缓存、冻结、内存水位和租户资源使用,"命中关键词: tenant, freeze",LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=4,4
major_freeze_duty_time,内存管理,02:00,02:00,"[00:00, 24:00)",影响缓存、冻结、内存水位和租户资源使用,命中关键词: freeze,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=DAILY_MERGE; score=4,4
optimizer_index_cost_adj,SQL执行,0,0,UNKNOWN,影响 SQL 计划、审计、长查询调度和执行超时,命中关键词: optimizer,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=4,4
plsql_v2_compatibility,SQL执行,False,False,UNKNOWN,影响 SQL 计划、审计、长查询调度和执行超时,命中关键词: sql,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=4,4
recover_table_concurrency,CPU调度,0,0,"[0,16] in integer",影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: concurrency,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=4,4
suspend_storage_cache_task,内存管理,False,False,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,命中关键词: cache,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=4,4
_bloom_filter_ratio,磁盘IO,3,35,"[0,100]",影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,MEDIUM,UNKNOWN,real_query,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=4,4
balancer_task_timeout,SQL执行,20m,20m,"[1s, +∞)",影响 SQL 计划、审计、长查询调度和执行超时,命中关键词: timeout,MEDIUM,UNKNOWN,real_query,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=LOAD_BALANCE; score=4,4
datafile_maxsize,磁盘IO,0,0,"[0, +∞)",影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: datafile,MEDIUM,UNKNOWN,real_query,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=SSTABLE; score=4,4
datafile_next,磁盘IO,0,0,"[0, +∞)",影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: datafile,MEDIUM,UNKNOWN,real_query,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=SSTABLE; score=4,4
dtl_buffer_size,内存管理,64K,64K,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,命中关键词: buffer,MEDIUM,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=4,4
enable_logservice,磁盘IO,False,False,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: log,MEDIUM,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=READONLY; section=OBSERVER; score=4,4
large_query_threshold,SQL执行,5s,5s,"[0ms, +∞)",影响 SQL 计划、审计、长查询调度和执行超时,命中关键词: query,MEDIUM,UNKNOWN,real_query,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=4,4
px_task_size,SQL执行,2M,2M,UNKNOWN,影响 SQL 计划、审计、长查询调度和执行超时,命中关键词: px,MEDIUM,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=4,4
rpc_timeout,SQL执行,2s,2s,UNKNOWN,影响 SQL 计划、审计、长查询调度和执行超时,命中关键词: timeout,MEDIUM,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=RPC; score=4,4
ssl_client_authentication,磁盘IO,False,False,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,MEDIUM,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=4,4
sql_work_area,内存管理,1G,1G,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,"命中关键词: memory, mem, tenant",HIGH,UNKNOWN,real_query + previous_export,scope=TENANT; edit_level=STATIC_EFFECTIVE; section=OBSERVER; score=3,3
_enable_filter_reordering,内存管理,False,True,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
_prexec_prepare_with_params,内存管理,True,False,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
_system_trig_enabled,内存管理,False,True,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
auto_split_tablet_size,内存管理,2GB,2GB,"[128M, +∞)",影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
default_load_mode,内存管理,DISABLED,DISABLED,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
default_skip_index_level,内存管理,0,0,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
default_table_merge_engine,内存管理,PARTIAL_UPDATE,PARTIAL_UPDATE,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
default_table_store_format,内存管理,row,row,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
direct_load_allow_fallback,内存管理,True,True,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
enable_auto_split,内存管理,False,False,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
enable_ls_leader_balance,内存管理,True,True,True:turned on  False: turned off,影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
enable_monotonic_weak_read,内存管理,False,false,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
enable_pl_rich_error_msg,内存管理,False,False,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
enable_ps_parameterize,内存管理,False,True,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
json_document_max_depth,内存管理,100,100,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
kv_group_commit_batch_size,内存管理,10,10,"1 means sinlge operaion in each batch, equally to disable group commit",影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
kv_group_commit_rw_mode,内存管理,ALL,ALL,"'ALL' means enable all operations, 'READ' mean only enable read operation in group commit, 'WRITE'  means only write operations in group commit",影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
max_stale_time_for_weak_consistency,内存管理,5s,5s,"[5s, +∞)",影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
mds_minor_compact_trigger,内存管理,2,2,"[2,16] in integer",影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
minor_compact_trigger,内存管理,2,2,"[0,16] in integer",影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
ob_encoding_granularity,内存管理,65536,65536,"[8192,1048576]",影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
storage_rowsets_size,内存管理,8192,8192,"(0,1048576]",影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
workarea_size_policy,内存管理,AUTO,AUTO,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TENANT; score=3,3
zone_deploy_mode,内存管理,homo,homo,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,"命中关键词: tenant, resource",LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=3,3
all_server_list,内存管理,172.17.0.2:2882,UNKNOWN,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,命中关键词: cache,MEDIUM,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=LOCATION_CACHE; score=3,3
balancer_tolerance_percentage,磁盘IO,10,10,"[1, 100) in percentage",影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,"命中关键词: io, disk",MEDIUM,UNKNOWN,real_query,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=LOAD_BALANCE; score=3,3
enable_tcp_keepalive,SQL执行,True,true,UNKNOWN,影响 SQL 计划、审计、长查询调度和执行超时,"命中关键词: sql, connection",MEDIUM,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=3,3
leak_mod_to_check,内存管理,NONE,NONE,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,"命中关键词: memory, mem",MEDIUM,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=3,3
rootservice_list,磁盘IO,172.17.0.2:2882:2881,UNKNOWN,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,HIGH,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
_enable_das_batch_rescan_flag,磁盘IO,15,0,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
_enable_spf_batch_rescan,SQL执行,True,False,UNKNOWN,影响 SQL 计划、审计、长查询调度和执行超时,命中关键词: plan,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
_ob_immediate_row_conflict_check,SQL执行,False,True,UNKNOWN,影响 SQL 计划、审计、长查询调度和执行超时,命中关键词: sql,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
balancer_idle_time,内存管理,10s,10s,"[10s, +∞)",影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=LOAD_BALANCE; score=2,2
compatible,磁盘IO,4.4.2.1,4.4.2.1,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=ROOT_SERVICE; score=2,2
enable_database_sharding_none,磁盘IO,False,False,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=LOAD_BALANCE; score=2,2
enable_rebalance,内存管理,True,True,True:turned on  False: turned off,影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=LOAD_BALANCE; score=2,2
enable_transfer,内存管理,True,True,True:turned on  False:turned off,影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=LOAD_BALANCE; score=2,2
external_kms_info,磁盘IO,,UNKNOWN,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
kv_transport_compress_func,SQL执行,none,none,"none, lz4_1",影响 SQL 计划、审计、长查询调度和执行超时,命中关键词: query,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
kv_transport_compress_threshold,磁盘IO,10K,10K,"[0, +∞)",影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
ls_scale_out_factor,内存管理,1,1,"[1, +∞)]",影响缓存、冻结、内存水位和租户资源使用,命中关键词: tenant,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=LOAD_BALANCE; score=2,2
recover_table_dop,CPU调度,0,0,"[0,) in integer",影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: parallel,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
tde_method,磁盘IO,none,none,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
writing_throttling_trigger_percentage,内存管理,60,60,UNKNOWN,影响缓存、冻结、内存水位和租户资源使用,命中关键词: mem,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=TRANS; score=2,2
data_storage_error_tolerance_time,磁盘IO,300s,300s,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: disk,MEDIUM,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
data_storage_warning_tolerance_time,磁盘IO,5s,5s,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: disk,MEDIUM,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
default_compress_func,磁盘IO,zstd_1.3.8,zstd_1.3.8,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,MEDIUM,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
default_row_format,SQL执行,dynamic,dynamic,UNKNOWN,影响 SQL 计划、审计、长查询调度和执行超时,命中关键词: sql,MEDIUM,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
enable_ddl,磁盘IO,True,True,True:turned on,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,MEDIUM,UNKNOWN,real_query,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=ROOT_SERVICE; score=2,2
enable_ob_ratelimit,磁盘IO,False,False,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,MEDIUM,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
ignore_replay_checksum_error,内存管理,True,True,True:ignored,影响缓存、冻结、内存水位和租户资源使用,命中关键词: mem,MEDIUM,UNKNOWN,real_query,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=TRANS; score=2,2
lease_time,磁盘IO,10s,10s,"[1s, 5m]",影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,MEDIUM,UNKNOWN,real_query,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=ROOT_SERVICE; score=2,2
max_string_print_length,磁盘IO,500,500,"[0,]",影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: log,MEDIUM,UNKNOWN,real_query,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
micro_block_merge_verify_level,磁盘IO,2,2,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,MEDIUM,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
ob_java_connector_path,磁盘IO,,UNKNOWN,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,MEDIUM,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
ob_java_home,磁盘IO,,UNKNOWN,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,MEDIUM,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
ob_java_opts,磁盘IO,,UNKNOWN,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,MEDIUM,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
redundancy_level,磁盘IO,NORMAL,NORMAL,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: disk,MEDIUM,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=SSTABLE; score=2,2
ssl_external_kms_info,磁盘IO,,UNKNOWN,UNKNOWN,影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,MEDIUM,UNKNOWN,real_query + previous_export,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
tablet_meta_table_scan_batch_count,磁盘IO,999,999,"(0,65536]",影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,MEDIUM,UNKNOWN,real_query,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=ROOT_SERVICE; score=2,2
tcp_keepcnt,磁盘IO,10,10,"[1,+∞)",影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,MEDIUM,UNKNOWN,real_query,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
tcp_keepidle,磁盘IO,7200s,7200s,"[1s, +∞]",影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,MEDIUM,UNKNOWN,real_query,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
tcp_keepintvl,磁盘IO,6s,6s,"[1s, +∞]",影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,MEDIUM,UNKNOWN,real_query,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=2,2
trx_2pc_retry_interval,磁盘IO,100ms,100ms,"[1ms,5000ms]",影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,MEDIUM,UNKNOWN,real_query,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=TRANS; score=2,2
rootservice_ready_check_interval,CPU调度,3s,3s,"[100000us, 1m]",影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,HIGH,UNKNOWN,real_query,scope=CLUSTER; edit_level=DYNAMIC_EFFECTIVE; section=ROOT_SERVICE; score=1,1
stack_size,磁盘IO,512K,512K,"[512K, 20M]",影响日志写入、刷盘、压缩、磁盘带宽和 IO 隔离,命中关键词: io,HIGH,UNKNOWN,real_query,scope=CLUSTER; edit_level=STATIC_EFFECTIVE; section=OBSERVER; score=1,1
audit_trail,CPU调度,,UNKNOWN,UNKNOWN,影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=1,1
backup_data_file_size,CPU调度,4G,4G,"[512M, 4G] in integer",影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=1,1
default_auto_increment_mode,CPU调度,order,order,UNKNOWN,影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=1,1
default_enable_extended_rowid,CPU调度,False,false,UNKNOWN,影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=1,1
enable_early_lock_release,CPU调度,True,True,UNKNOWN,影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=1,1
enable_gts_standalone,CPU调度,False,False,True: turned on,影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=LOAD_BALANCE; score=1,1
enable_hbase_rowkey_ttl,CPU调度,False,False,UNKNOWN,影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=ROOT_SERVICE; score=1,1
enable_kv_ttl,CPU调度,False,False,UNKNOWN,影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=ROOT_SERVICE; score=1,1
enable_user_defined_rewrite_rules,CPU调度,False,False,True: enable  False: disable,影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=1,1
kv_ttl_history_recycle_interval,CPU调度,7d,7d,"[1d, 180d]",影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=ROOT_SERVICE; score=1,1
merger_check_interval,CPU调度,10m,10m,"[10s, 60m]",影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=DAILY_MERGE; score=1,1
ob_enable_batched_multi_statement,CPU调度,False,False,UNKNOWN,影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=1,1
ob_enable_java_udf,CPU调度,False,False,UNKNOWN,影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=1,1
ob_enable_python_udf,CPU调度,False,False,UNKNOWN,影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=1,1
ob_ssl_invited_common_names,CPU调度,NONE,NONE,UNKNOWN,影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=1,1
ob_vector_search_strategy,CPU调度,RECALL_FIRST,RECALL_FIRST,UNKNOWN,影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=1,1
package_state_sync_max_size,CPU调度,8192,8192,"[0, 16777216] in integer",影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=1,1
schema_history_archive_expire_time,CPU调度,0,0,"{0} & [30d, 365d]",影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=1,1
schema_history_expire_time,CPU调度,7d,7d,"[1m, 30d]",影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=1,1
sts_credential,CPU调度,,UNKNOWN,UNKNOWN,影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=1,1
vector_index_optimize_duty_time,CPU调度,"[00:00:00, 24:00:00]","[00:00:00, 24:00:00]",UNKNOWN,影响并发度、后台线程调度、排队和高负载响应时间,命中关键词: ,LOW,YES,real_query + previous_export,scope=TENANT; edit_level=DYNAMIC_EFFECTIVE; section=OBSERVER; score=1,1
