NAME	VALUE	DEFAULT_VALUE	DATA_TYPE	EDIT_LEVEL	SECTION	INFO
workarea_size_policy	AUTO	AUTO	STRING	DYNAMIC_EFFECTIVE	TENANT	policy used to size SQL working areas (MANUAL/AUTO)
workers_per_cpu_quota	10	10	INT	DYNAMIC_EFFECTIVE	TENANT	the ratio(integer) between the number of system allocated workers vs the maximum number of threads that can be scheduled concurrently. Range: [2, 20]
writing_throttling_maximum_duration	2h	2h	TIME	DYNAMIC_EFFECTIVE	TRANS	maximum duration of writting throttling(in minutes), max value is 3 days
writing_throttling_trigger_percentage	60	60	INT	DYNAMIC_EFFECTIVE	TRANS	the threshold of the size of the mem store when writing_limit will be triggered. Rang:(0,100]. setting 100 means turn off writing limit
zone	zone1		STRING	DYNAMIC_EFFECTIVE	OBSERVER	specifies the zone name
_advance_checkpoint_timeout	30m	30m	TIME	DYNAMIC_EFFECTIVE	ROOT_SERVICE	the timeout for backup/migrate advance checkpoint Range: [10s,180m]
_allow_skip_replay_redo_after_detete_tablet	False	FALSE	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	allow skip replay invalid redo log after tablet delete transaction is committed.The default value is FALSE. Value: TRUE means we allow skip replaying this invalid redo log, False means we do not alow such behavior.
_audit_mode	NONE	NONE	STRING	DYNAMIC_EFFECTIVE	TENANT	specifies audit mode,NONE: close audit,MYSQL: use mysql auditORACLE: use oracle audit
_auto_broadcast_tablet_location_rate_limit	10000	10000	INT	DYNAMIC_EFFECTIVE	LOCATION_CACHE	Maximum number of tablets broadcasted per second by a single observer. When the value is 0, it means shutting down related logic.
_auto_drop_recovering_auxiliary_tenant	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	control whether to delete auxiliary tenant after recovering tables failed
_auto_refresh_tablet_location_interval	10m	10m	TIME	DYNAMIC_EFFECTIVE	LOCATION_CACHE	Polling period of auto refresh tablet location service. When the value is 0, it means shutting down related service. Range: [0s, +∞)
_backup_idle_time	5m	5m	TIME	DYNAMIC_EFFECTIVE	LOAD_BALANCE	the time interval between the schedules of physical backup task. Range: [10s, +∞)
_backup_task_keep_alive_interval	10s	10s	TIME	DYNAMIC_EFFECTIVE	OBSERVER	control backup task keep alive intervalRange: [1s, +∞)
_backup_task_keep_alive_timeout	10m	10m	TIME	DYNAMIC_EFFECTIVE	OBSERVER	control backup task keep alive timeoutRange: [1s, +∞)
_backup_task_queue_size	0	0	INT	DYNAMIC_EFFECTIVE	ROOT_SERVICE	the size of the backup task scheduler queue for each tenant. Range: [0, 100000] in integer
_balance_kill_transaction_threshold	100ms	100ms	TIME	DYNAMIC_EFFECTIVE	TENANT	the time given to the transaction to execute when do balancebefore it will be killed. Range: [1ms, 60s]
_balance_wait_killing_transaction_end_threshold	100ms	100ms	TIME	DYNAMIC_EFFECTIVE	TENANT	the threshold for waiting time after killing transactions until they end.Range: [10ms, 60s]
_bloom_filter_enabled	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable join bloom filter
_bloom_filter_ratio	3	35	INT	DYNAMIC_EFFECTIVE	TENANT	The px bloom filter false-positive rate. Range: [0,100]
_cache_wash_interval	200ms	200ms	TIME	DYNAMIC_EFFECTIVE	OBSERVER	specify interval of cache background wash
_checkpoint_diagnose_preservation_count	100	100	INT	DYNAMIC_EFFECTIVE	TENANT	the count of checkpoint diagnose info preservation
_chunk_row_store_mem_limit	0M	0M	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	the maximum size of memory used by ChunkRowStore, 0 means follow operator's setting. Range: [0, +∞)
_compaction_prewarm_percentage	0	0	INT	DYNAMIC_EFFECTIVE	TENANT	specifies the fixed percentage data to prewarm in compactionRange: [0, 100] in integer0 means not use this method, value > 0 means the corresponding percentage of data will be prewarmed
_complex_cbqt_table_num	10	10	INT	DYNAMIC_EFFECTIVE	TENANT	cost-based transform will be disabled when table count in a single stmt exceeds threshold
_ctx_memory_limit			STRING	DYNAMIC_EFFECTIVE	TENANT	specifies tenant ctx memory limit.
_datafile_usage_lower_bound_percentage	10	10	INT	DYNAMIC_EFFECTIVE	SSTABLE	the percentage of disk space usage lower bound to trigger datafile shrink. Range: [5,99] in integer
_datafile_usage_upper_bound_percentage	90	90	INT	DYNAMIC_EFFECTIVE	SSTABLE	the percentage of disk space usage upper bound to trigger datafile extend. Range: [5,99] in integer
_data_storage_io_timeout	10s	10s	TIME	DYNAMIC_EFFECTIVE	OBSERVER	io timeout for data storage, Range [1s,600s]. The default value is 10s
_delay_resource_recycle_after_correctness_issue	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	whether hinder the recycling of the log resources and the sstable resources under correctness issues
_disable_record_outrow_lob_in_clog	False	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	Whether to force outrow lob data to be written to CLOG for OBCDC synchronization when lob columns are not updated
_display_mysql_version	5.7.25	5.7.25	STRING	DYNAMIC_EFFECTIVE	OBSERVER	dynamic mysql version of mysql mode observer
_display_non_session_cursor	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	whether the content of non session cursors is displayed.
_dop_of_collect_external_table_statistics	0	0	INT	DYNAMIC_EFFECTIVE	TENANT	parallelism of pull statistics of external table
_enable_active_txn_transfer	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Specifies whether support transfer active tx
_enable_adaptive_auto_dop	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable or disable adaptive auto dop feature.
_enable_adaptive_compaction	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	specifies whether allow adaptive compaction schedule and information collection
_enable_adaptive_merge_schedule	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	specifies whether the tenant's adaptive merge scheduling is enabledValue: True:turned on;  False: turned off
_enable_add_fulltext_index_to_existing_table	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable create fulltext index after table is created
_enable_async_load_sys_package	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Controls the ability to enable/disable async load sys package
_enable_auth_switch	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Control whether to use auth_switch.
_enable_backtrace_function	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Decide whether to let the backtrace function take effect
_enable_balance_kill_transaction	False	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	Specifies whether balance should actively kill transaction
_enable_block_file_punch_hole	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	specifies whether to punch whole when free blocks in block_file
_enable_check_trigger_const_variables_assign	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Used to control whether an error is reported when assigning a value to a const variable in a trigger under an Oracle tenant
_enable_choose_migration_source_policy	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Control whether to use chose_migration_source_policy. If the value of configure is false, it will not use chose_migration_source_policy and choose replica with the largest checkpoint scn as the source.
_enable_column_store	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	enable the column store format in storage engine
_enable_compaction_diagnose	False	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	enable compaction diagnose functionValue:  True:turned on;  False: turned off
_enable_compatible_monotonic	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Control whether to enable cross-server monotonic compatible(data_version) mode
_enable_constant_type_demotion	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Controls whether to enable constant type demotion to optimize comparisons between constants and columns by downgrading the constant's type to match the column's type.
_enable_convert_real_to_decimal	False	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	specifies whether convert column type float(M,D), double(M,D) to decimal(M,D) in DDL
_enable_das_batch_rescan_flag	15	0	INT	DYNAMIC_EFFECTIVE	OBSERVER	enable das batch rescan for multiple scenarios.
_enable_das_keep_order	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable das keep order optimization
_enable_data_based_sqc_dop	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Assign sqc dop based on data size.
_enable_dblink_reuse_connection	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	specifies whether dblink reuse connection in a session
_enable_dbms_job_package	False	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Control whether can use DBMS_JOB package.
_enable_dbms_lob_partial_update	False	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	Enable the capability of dbms_lob to perform partial updates on LOB
_enable_ddl_worker_isolation	False	False	BOOL	DYNAMIC_EFFECTIVE	ROOT_SERVICE	a switch controling ddl thread isolation
_enable_decimal_int_type	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	specifies wether use decimal_int type as backend for decimal values
_enable_defensive_check	1	1	INT	DYNAMIC_EFFECTIVE	OBSERVER	specifies whether allow to do some defensive checks when the query is executed, 0 means defensive check is disabled, 1 means normal defensive check is enabled, 2 means more strict defensive check is enabled, such as check partition id validity
_enable_delete_insert_scan	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Only avaliable for table with delete_insert merge_engine type.When it is false, use merge sort when scaning sstables.When it is true, use delete_insert processor when scanning sstables.
_enable_diagnostic_info_cache	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable diagnostic info cache
_enable_distributed_das_scan	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable distributed DAS scan
_enable_di_experimental_feature_flags	7	7	INT	DYNAMIC_EFFECTIVE	OBSERVER	[0, +∞)enable diagnostic info experimental feature
_enable_drop_and_add_index	False	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	it specifies that whether we can drop and add index in single statement
_enable_drop_column_instant	True	True	BOOL	DYNAMIC_EFFECTIVE	ROOT_SERVICE	Whether to enable the capability for fast column deletion.Value:  True: drop column instant;  False: drop column inplace
_enable_easy_keepalive	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable keepalive for each TCP connection.
_enable_enhanced_cursor_validation	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable enhanced cursor validation, which let cursor can be fetched after transaction committed if it has not read uncommitted data.
_enable_enum_set_subschema	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Specifies whether to enable the enum/set extended type info is stored as subschema and to activate the related new type cast logic behavior.
_enable_external_table_disk_cache	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable external table disk cache
_enable_external_table_memory_cache	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable external table memory cache
_enable_external_table_prefetch	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable external table prebuffer
_enable_filesystem_catalog	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable or disable filesystem catalog
_enable_filter_reordering	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	enable filter reordering in storage engine
_enable_grouping_sets_expansion	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	enable grouping sets expansion plan
_enable_hash_join_hasher	1	1	INT	DYNAMIC_EFFECTIVE	TENANT	which hash function to choose for hash join 1: murmurhash, 2: crc, 4: xxhash
_enable_hash_join_processor	7	7	INT	DYNAMIC_EFFECTIVE	TENANT	which path to process for hash join, default 7 to auto choose 1: nest loop, 2: recursive, 4: in-memory
_enable_hgby_llc_ndv_adaptive	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	specifies whether llc ndv adptive is activated
_enable_hgby_skew_detection	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	specifies whether hgby skew detection is enabled
_enable_inc_major_direct_load	False	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	Specifies whether enable inc major direct load
_enable_index_merge	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable index merge optimization
_enable_index_merge_intersect_bitmap	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable bitmap optimization for index merge intersect
_enable_inner_session_mgr	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	enable/disable inner session mgr
_enable_insertup_column_store_opt	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Enable or disable insert up optimization path for column store.
_enable_insertup_replace_gts_opt	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	By default, insert/replace ... values statement can use gts optimization
_enable_in_range_optimization	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Enable extract query range optimization for in predicate
_enable_kvcache_hazard_pointer	True	True	BOOL	READONLY	OBSERVER	use hazard pointer(default) or reference counting to manage memory in kvcache
_enable_kv_feature	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable or disable OBKV feature.
_enable_kv_group_commit_ops	10000	10000	INT	DYNAMIC_EFFECTIVE	TENANT	Used to control the minimum OPS threshold that triggers the group commit execution when this feature is enabled in OBKV;. Range: [0, +∞) in integer. Especially, 10000 means default value
_enable_kv_hbase_admin_ddl	False	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	Whether to allow the execution of the DDL function provided by the OBKV-HBase Admin interface. The default value is false.
_enable_log_cache	True	True	BOOL	DYNAMIC_EFFECTIVE	LOGSERVICE	specifies whether allow to fill log kv cache. Value:  True:turned on  False: turned off
_enable_malloc_v2	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable or disable ob_malloc_v2.
_enable_memleak_light_backtrace	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	specifies whether allow memleak to get the backtrace of malloc by light_backtrace
_enable_mock_stmt_flush_table	False	False	BOOL	DYNAMIC_EFFECTIVE	TRANS	Enable the mock MySQL statement FLUSH TABLE. When enabled, the mock SQL statement will do nothing. If disabled, executing the mock SQL statement will return the 'NOT_SUPPORTED' error code.
_enable_more_aggressive_dynamic_worker	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	specifies whether worker count increases more aggressive.
_enable_mysql_compatible_dates	True	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	Specifies whether to use MySQL-compatible date format that allows for invalid dates.
_enable_newsort	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	control if enable encode sort
_enable_new_query_range_extraction	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	decide whether use new algorithm to extract query range.
_enable_new_sql_nio	True	true	BOOL	STATIC_EFFECTIVE	OBSERVER	specifies whether SQL serial network is turned on. Turned on to support mysql_send_long_dataThe default value is True. Value: TRUE: turned on FALSE: turned off
_enable_nlj_spf_use_rich_format	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable nlj and spf use rich format
_enable_numa_aware	False	False	BOOL	STATIC_EFFECTIVE	OBSERVER	NUMA awareness switch, which, when enabled, allows threads to bind cores with NUMA affinity.
_enable_obdal	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable or disable use obdal to access object storage.
_enable_optimizer_qualify_filter	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Enable extracting qualify filters for window function
_enable_oracle_priv_check	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	whether turn on oracle privilege check 
_enable_palf_kv	True	True	BOOL	READONLY	OBSERVER	specifies the observer enable palf kv
_enable_parallel_das_dml	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	By default, the das service is allowed to use multiple threads to submit das tasks
_enable_parallel_minor_merge	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	specifies whether enable parallel minor merge. Value: True:turned on;  False: turned off
_enable_parallel_redo_logging	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable parallel write redo log.
_enable_parallel_table_creation	True	True	BOOL	DYNAMIC_EFFECTIVE	ROOT_SERVICE	specifies whether create table parallelly. Value:  True: create table parallelly;  False: create table serially
_enable_parallel_tenant_creation	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable or disable parallel create meta and user tenants.
_enable_partition_level_retry	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	specifies whether allow the partition level retry when the leader changes
_enable_persistent_compiled_routine	True	true	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	specifies whether the feature of storeing dll to disk is turned on. The default value is TRUE. Value: TRUE: turned on FALSE: turned off
_enable_pkt_nio	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	enable pkt-nio, the new RPC frameworkValue:  True:turned on;  False: turned off
_enable_plan_cache_mem_diagnosis	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	wether turn plan cache ref count diagnosis on
_enable_pl_recompile_job	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable pl recompile task.
_enable_prefetch_limiting	False	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	enable limiting memory in prefetch for single query
_enable_protocol_diagnose	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enables protocol layer diagnosis. The default value is False.
_enable_pseudo_partition_id	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Control whether to enable pseudo_partition_id.
_enable_px_batch_rescan	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable px batch rescan for nlj or subplan filter
_enable_px_fast_reclaim	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable the fast reclaim function through PX tasks deteting for survival by detect manager. The default value is True.
_enable_px_ordered_coord	False	false	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable px task ordered coord
_enable_px_task_rebalance	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable or disable px task rebalance.
_enable_range_extraction_for_not_in	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Enable extract query range for not in predicate
_enable_reserved_user_dcl_restriction	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	specifies whether to forbid non-reserved user to modify reserved users
_enable_resource_limit_spec	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	specify whether resource limit check is turned on
_enable_routine_call_param_defend	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Enable or disable routine call parameter defend.
_enable_runtime_filter_adaptive_apply	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable or disable runtime filter adaptive apply.
_enable_semantic_index	False	False	BOOL	DYNAMIC_EFFECTIVE	AI	Specifies whether the tenant's semantic index is enabled. Value: True: turned on; False: turned off.
_enable_seq_wrap_around_flush_cache	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Specifies whether to enable clearing cache when sequence wrap around 
_enable_skip_index	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	enable the skip index in storage engine
_enable_spf_batch_rescan	True	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable das batch rescan for subplan filter
_enable_sql_audit_filter_pushdown	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable or disable sql audit filter pushdown.
_enable_sql_audit_query_sql	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Control whether to use sql_audit_query_sql.
_enable_sql_ccl_rule	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable or disable sql ccl rule.
_enable_ss_garbage_collector_defensive_check	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Enable or disable defensive checks for garbage collection on shared storage.
_enable_ss_migration_prewarm	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Control whether open migration prewarm
_enable_ss_replica_prewarm	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	specifies whether enable replica prewarm in shared storage mode. Value: True:turned on;  False: turned off
_enable_tenant_sql_net_thread	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Dispatch mysql request to each tenant with True, or disable with False
_enable_topn_runtime_filter	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable topn runtime filter.
_enable_trace_session_leak	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	specifies whether to enable tracing session leak
_enable_trace_tablet_leak	False	False	BOOL	STATIC_EFFECTIVE	TENANT	enable t3m tablet leak checker. The default value is False
_enable_transaction_internal_routing	True	True	BOOL	DYNAMIC_EFFECTIVE	TRANS	enable SQLs of transaction routed to any servers in the cluster on demand
_enable_tree_based_io_scheduler	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	A switch that allows enabling the tree-based IO scheduler.Value: True: allowed; False: disabled
_enable_two_phase_fts_index_merge	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Control whether to enable two-phase execution for index-merge-and with full-text index and scalar index
_enable_unit_gc_wait	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Used to control enable or disable the unit smooth gc feature, enabled by default.
_enable_values_table_folding	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	whether enable values statement folds self params
_enable_var_assign_use_das	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable use das if the sql statement has variable assignment
_enable_wait_remote_lock	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable remote execution wait in lock wait mgr when lock conflict occurs
_endpoint_tenant_mapping			STRING	DYNAMIC_EFFECTIVE	OBSERVER	This parameter will store the mapping of endpoint and tenant
_extend_sql_plan_monitor_metrics	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Extend sql plan monitor metrics.
_external_table_mem_cache_page_size	512KB	512KB	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	page size of the external table memory cache. Range: [0,+∞)
_faststack_min_interval	30m	30m	TIME	DYNAMIC_EFFECTIVE	OBSERVER	Minimum interval for OBServer to automatically collect the obstack. Default: 30min. Range: [1s,+∞)
_faststack_req_queue_size_threshold	0	0	INT	DYNAMIC_EFFECTIVE	OBSERVER	When the size of the req_queue reaches this threshold, the obstack will be collected automatically. Default: 0, means set off. Range: [0, +∞)
_fast_commit_callback_count	10000	10000	INT	DYNAMIC_EFFECTIVE	OBSERVER	[0,)trigger max callback count allowed within transaction for durable callback checkpoint, 0 represents not allow durable callbackRange: [0, not limited callback count
_follower_snapshot_read_retry_duration	0ms	0ms	TIME	DYNAMIC_EFFECTIVE	OBSERVER	the waiting time after the first judgment failure of strong reading on followerRange: [0ms, +∞)
_force_enable_plan_tracing	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	controls whether plan tracking is enabled when plan cache is disabled
_force_explict_500_malloc	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Force 500 memory for explicit allocation
_force_hash_groupby_dump	False	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	force hash groupby to dumpValue:  True:turned on  False: turned off
_force_hash_join_spill	False	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	force hash join to dump after get all build hash table Value:  True:turned on  False: turned off
_force_malloc_for_absent_tenant	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	force malloc even if tenant does not exist in observer
_force_skip_encoding_partition_id			STRING	DYNAMIC_EFFECTIVE	OBSERVER	force the specified partition to major without encoding row store, only for emergency!
_force_subquery_unnest	False	FALSE	BOOL	DYNAMIC_EFFECTIVE	TENANT	aggressively unnest all subqueries that can be unnested, with correctness guaranteed.
_fuse_row_cache_activate_threshold	6	6	INT	DYNAMIC_EFFECTIVE	TENANT	Determine if queries should use fuse_row_cache based on a configurable cache hit rate threshold.
_global_enable_rich_vector_format	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Control whether use rich vector format in vectorization engine
_hash_area_size	32M	32M	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	size of maximum memory that could be used by HASH JOIN. Range: [4M,+∞)
_hash_join_enabled	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	enable/disable hash join
_ha_diagnose_history_recycle_interval	7d	7d	TIME	DYNAMIC_EFFECTIVE	OBSERVER	The recycle interval time of diagnostic history data. Range: [2m, 180d]
_ha_rpc_timeout	0	0	TIME	DYNAMIC_EFFECTIVE	OBSERVER	the rpc timeout for storage high availability. Range:[0, 120s]
_ha_tablet_info_batch_count	0	0	INT	DYNAMIC_EFFECTIVE	OBSERVER	the number of tablet replica info sent by on rpc for ha. Range: [0, +∞) in integer
_hidden_sys_tenant_memory	0M	0M	CAPACITY	DYNAMIC_EFFECTIVE	TENANT	the size of the memory reserved for hidden sys tenant, 0M means follow the adjusting value.
_hnsw_max_scan_vectors	20000	20000	INT	DYNAMIC_EFFECTIVE	OBSERVER	The upper limit of hnsw iter-filter search nums. Range: [0,)
_ignore_system_memory_over_limit_error	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	When the hold of observer tenant is over the system_memory, print ERROR with False, or WARN with True
_inlist_rewrite_threshold	1000	1000	INT	DYNAMIC_EFFECTIVE	TENANT	[1, 2147483647]specifies transform how much const params in IN list to values table
_io_callback_thread_count	0	0	INT	DYNAMIC_EFFECTIVE	OBSERVER	The number of io callback threads. The default value is 0. Range: [0,128] in integer. If not specified, The number of threads is dynamically configured according to the memory size
_io_read_batch_size	0K	0K	CAPACITY	DYNAMIC_EFFECTIVE	SSTABLE	Maximum batch size in one read io request. Range:[0K,16M]
_io_read_redundant_limit_percentage	0	0	INT	DYNAMIC_EFFECTIVE	SSTABLE	Maximum percentage of redundant size in one read io request, redundant data means blocks in the middle of the batch that hit in cache or filtered by skipping index but must be read. Range:[0,99]
_iut_enable	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	specifies whether allow the index table usage start monitoring.
_iut_max_entries	30000	30000	INT	DYNAMIC_EFFECTIVE	TENANT	maximum of index entries to be monitoring.
_iut_stat_collection_type	SAMPLED	SAMPLED	STRING	DYNAMIC_EFFECTIVE	TENANT	specify index table usage stat collection type, values: SAMPLED, ALL
_keepalive_interval	100ms	100ms	TIME	DYNAMIC_EFFECTIVE	TRANS	This configuration item is used to control the write interval of the keepalive log, ensuring that the readable point of the standby database can be advanced in a timely manner.
_lcl_op_interval	30ms	30ms	TIME	DYNAMIC_EFFECTIVE	TRANS	Scan interval for every detector node, smaller interval support larger deadlock scale, but cost more system resource. 0ms means disable deadlock, default value is 30ms. Range:[0ms, 1s]
_load_tde_encrypt_engine	NONE	NONE	STRING	DYNAMIC_EFFECTIVE	OBSERVER	load the engine that meet the security classification requirement to encrypt data.  default NONE
_lob_rowsets_max_rows	65535	65535	INT	DYNAMIC_EFFECTIVE	TENANT	max batch size of physical plan with lob data
_log_writer_parallelism	3	3	INT	STATIC_EFFECTIVE	LOGSERVICE	the number of parallel log writer threads that can be used to write redo log entries to disk. 
_ls_gc_wait_readonly_tx_time	24h	24h	TIME	DYNAMIC_EFFECTIVE	LOGSERVICE	The maximum waiting time for residual read-only transaction before executing log stream garbage collecting。The default value is 24h. Range: [0s,  +∞).Log stream garbage collecting will no longer wait for readonly transaction when the tenant is dropped. 
_ls_migration_wait_completing_timeout	30m	30m	TIME	DYNAMIC_EFFECTIVE	OBSERVER	the wait timeout in ls complete migration phase
_max_dblink_conn_per_observer	256	256	INT	DYNAMIC_EFFECTIVE	TENANT	The maximum limit on the number of connections that can be opened simultaneously for a specific observer for any DBLink, default value is 256
_max_elr_dependent_trx_count	0	0	INT	DYNAMIC_EFFECTIVE	OBSERVER	max elr dependent transaction count
_max_ls_cnt_per_server	0	0	INT	DYNAMIC_EFFECTIVE	OBSERVER	specify max ls count of one tenant on one observer.WARNING: Modifying this can potentially destabilize the cluster. It is strongly advised to avoid making such changes as they are unlikely to be necessary.0: the cluster will adapt the max ls number according to the memory size of tenant itself
_max_malloc_sample_interval	256	256	INT	DYNAMIC_EFFECTIVE	OBSERVER	the max malloc times between two samples, which is not less than _min_malloc_sample_interval. 1 means to sample all malloc, Range: [1, 10000]
_max_partition_count_to_collect_statistic	5	5	INT	DYNAMIC_EFFECTIVE	TENANT	force odps external table to using block granule iterator when count of partition is under this config
_max_px_workers_per_cpu	1	1	INT	DYNAMIC_EFFECTIVE	OBSERVER	The upper limit of PX workers that each CPU can carry. Range: [1,30]
