category,name,current_value,info,section,edit_level,reason,score
磁盘IO,_enable_filesystem_catalog,False,Enable or disable filesystem catalog,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: log,5
磁盘IO,_enable_grouping_sets_expansion,True,enable grouping sets expansion plan,TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_enable_hgby_skew_detection,True,specifies whether hgby skew detection is enabled,TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_enable_in_range_optimization,True,Enable extract query range optimization for in predicate,TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_enable_inner_session_mgr,True,enable/disable inner session mgr,TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_enable_mock_stmt_flush_table,False,"Enable the mock MySQL statement FLUSH TABLE. When enabled, the mock SQL statement will do nothing. If disabled, executing the mock SQL statement will return the 'NOT_SUPPORTED' error code.",TRANS,DYNAMIC_EFFECTIVE,命中关键词: flush,5
磁盘IO,_enable_partition_level_retry,True,specifies whether allow the partition level retry when the leader changes,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_enable_pkt_nio,True,"enable pkt-nio, the new RPC frameworkValue:  True:turned on;  False: turned off",TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_enable_pseudo_partition_id,True,Control whether to enable pseudo_partition_id.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_enable_ss_migration_prewarm,True,Control whether open migration prewarm,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_enable_trace_session_leak,False,specifies whether to enable tracing session leak,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_enable_transaction_internal_routing,True,enable SQLs of transaction routed to any servers in the cluster on demand,TRANS,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_force_skip_encoding_partition_id,,"force the specified partition to major without encoding row store, only for emergency!",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_io_read_batch_size,0K,"Maximum batch size in one read io request. Range:[0K,16M]",SSTABLE,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_io_read_redundant_limit_percentage,0,"Maximum percentage of redundant size in one read io request, redundant data means blocks in the middle of the batch that hit in cache or filtered by skipping index but must be read. Range:[0,99]",SSTABLE,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_iut_stat_collection_type,SAMPLED,"specify index table usage stat collection type, values: SAMPLED, ALL",TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_ls_gc_wait_readonly_tx_time,24h,"The maximum waiting time for residual read-only transaction before executing log stream garbage collecting。The default value is 24h. Range: [0s,  +∞).Log stream garbage collecting will no longer wait for readonly transaction when the tenant is dropped. ",LOGSERVICE,DYNAMIC_EFFECTIVE,"命中关键词: io, log",5
磁盘IO,_ls_migration_wait_completing_timeout,30m,the wait timeout in ls complete migration phase,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_max_partition_count_to_collect_statistic,5,force odps external table to using block granule iterator when count of partition is under this config,TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_min_const_integer_precision,1,the minimum precision of integer constant,TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_ob_additional_lib_path,/usr/local/oceanbase/deps/devel/lib,specifies the needed libs path for external table with enabled option: ob_enable_java_env,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_ob_enable_truncate_partition_preserve_global_index,True,Specifies Whether to allow global indexes to be preserved when truncating/dropping the main table partition.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_object_storage_condition_put_mode,none,"Set the conditional put mode in object storage.""none"": no conditional put.""if-match"": conditional put with if-match.",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_object_storage_io_timeout,20s,"io timeout for object storage, Range [1s,1200s]. The default value is 20s",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_obkv_enable_distributed_execution,True,Specifies whether to enable distributed execution in OBKV. The default value is true.,TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_pc_adaptive_effectiveness_ratio_threshold,5,"minimum effectiveness ratio threshold for enabling adaptive plan cache. Range:[0, +∞]",TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_px_chunklist_count_ratio,1,"the ratio of the dtl buffer manager list. Range: [1, 128]",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_px_message_compression,True,Enable DTL send message with compressionValue: True: enable compression False: disable compression,TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_restore_io_max_retry_count,3,"max retry times for restore when encounting io errorRange: [0,64] in integer",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_session_temp_table_clean_interval,10m,"schedule interval for session temporary table clean task. Range: [0s, +∞). Default: 10m",ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_skip_checking_ls_migration_required_size,False,Skip checking ls migration required size,TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_ss_enable_garbage_collection_service,True,The garbage collection service toggle on shared storage.,TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_ss_enable_timeout_garbage_collection,False,Used to switch timeout garbage collection on shared storage.,TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_ss_failed_block_gc_expiration_time,10m,"failed blocks not marked as abort will be gc after _ss_failed_block_gc_expiration_time.Range: [1m, 365d]",TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_ss_garbage_collect_file_expiration_time,6h,"The file expiration threshold on shared storage. The garbage collection service periodically reclaims expired files.Range: [10s, 365d]",TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_ss_tablet_version_retention_time,1h,"The guaranteed retention time for the old versions of tablets on shared storage.Range: [10s, 1d]",TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,_tx_result_retention,300,"The tx data can be recycled after at least _tx_result_retention seconds. Range: [0, 36000]",TRANS,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,alert_log_level,INFO,"specifies the current level of alert log. There are INFO, WARN, ERROR, three different log levels.",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: log,5
磁盘IO,arbitration_timeout,5s,"The timeout before automatically degrading when arbitration member exists. Range: [3s,+∞]",TRANS,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,archive_lag_target,120s,"The lag target of the log archive. The log archive target affects not only the backup availability, but also the lag of the standby database based on archive. Values larger than 7200s are not reasonable lag. The typical value is 120s. Extremely low values can result in high IOPS, which is not optimal for object storage; such values can also affect the performance of the database. The value 0ms means to archive as soon as possible. Range: [0ms,7200s]",LOGSERVICE,DYNAMIC_EFFECTIVE,"命中关键词: io, log",5
磁盘IO,audit_log_enable,False,whether enable audit log,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: log,5
磁盘IO,audit_log_format,CSV,"the audit log file format, values: CSV",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: log,5
磁盘IO,audit_log_max_size,0M,the maximum combined size of the audit log files,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: log,5
磁盘IO,audit_log_path,,the directory of the audit log,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: log,5
磁盘IO,audit_log_prune_seconds,0,"the number of seconds after which audit log files become subject to pruning, range: [0,)",TENANT,DYNAMIC_EFFECTIVE,命中关键词: log,5
磁盘IO,audit_log_rotate_on_size,256M,"[0,)whenever a write to the audit log file causes its size to exceed the config value, it will be renamed and a new audit log file using is opened, range: [0,)",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: log,5
磁盘IO,audit_log_strategy,ASYNCHRONOUS,the logging method used by the audit log plugin. ASYNCHRONOUS: Log asynchronously. Wait for space in the output buffer. PERFORMANCE: Log asynchronously. Drop requests when there is insufficient buffer. SYNCHRONOUS: Log synchronously.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: log,5
磁盘IO,audit_sys_operations,False,whether trace sys user operations,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,balancer_log_interval,1m,"the time interval between logging the load-balancing task\'s statistics. Range: [1s, +∞)",LOAD_BALANCE,DYNAMIC_EFFECTIVE,命中关键词: log,5
磁盘IO,choose_migration_source_policy,region,"the policy of choose source in migration and add replica. 'idc' means firstly choose follower replica of the same idc as source, 'region' means firstly choose follower replica of the same region as source",TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,config_additional_dir,etc2;etc3,additional directories of configure file,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,connection_control_failed_connections_threshold,0,The number of consecutive failed connection attempts permitted to accountsbefore the server adds a delay for subsequent connection attempts,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,connection_control_max_connection_delay,2147483647,"The maximum delay in milliseconds for server response to failed connection attempts, if connection_control_failed_connections_threshold is greater than zero",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,connection_control_min_connection_delay,1000,"The minimum delay in milliseconds for server response to failed connection attempts, if connection_control_failed_connections_threshold is greater than zero.",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,data_disk_usage_limit_percentage,90,"the safe use percentage of data diskRange: [50,100] in integer",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: disk,5
磁盘IO,dead_socket_detection_timeout,3s,"specify a tcp_user_timeout for RFC5482. A zero value makes the option disabled, Range: [0, 2h]",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,default_micro_block_format_version,2,specify the default micro block format version when create table,TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,default_table_organization,INDEX,The default_organization configuration option allows you to set the default table organization mode to either HEAP (unordered data storage) or INDEX (the data rows are held in an index defined on the primary key for the table) when creating new tables.,TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,enable_async_syslog,True,"specifies whether use async log for observer.log, elec.log and rs.log",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: log,5
磁盘IO,enable_lock_priority,False,"specifies whether to enable lock priority, which, when activated, gives certain DDL operations the highest table lock precedence.",TRANS,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,enable_record_trace_log,False,specifies whether to always record the trace log. The default value is True.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: log,5
磁盘IO,enable_rereplication,True,specifies whether the auto-replication is turned on. Value:  True:turned on  False: turned off,LOAD_BALANCE,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,enable_rpc_authentication_bypass,True,specifies whether allow OMS service to connect cluster and provide service when rpc authentication is turned on.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,enable_syslog_recycle,True,specifies whether log file recycling is turned on. Value: True：turned on; False: turned off,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: log,5
磁盘IO,enable_syslog_wf,True,specifies whether any log message with a log level higher than \'WARN\' would be printed into a separate file with a suffix of \'wf\',OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: log,5
磁盘IO,kv_ttl_duty_duration,,"ttl background task working time durationbegin_time or end_time in Range, e.g., [23:00:00, 24:00:00]",ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,load_data_diagnosis_log_max_size,256M,"[0,)whenever a write to the diagnosis log file causes its size to exceed the config value, it will be renamed and a new diagnosis log file using is opened, range: [0,)",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: log,5
磁盘IO,logservice_access_point,,the access point string for logservice. The default value is empty str,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: log,5
磁盘IO,ls_gc_delay_time,0s,"The max delay time for ls gc when log archive is off. The default value is 0s. Range: [0s, +∞). The ls delay deletion mechanism will no longer take effect when the tenant is dropped.",LOGSERVICE,DYNAMIC_EFFECTIVE,"命中关键词: io, log",5
磁盘IO,max_partition_num,8192,set max partition num in mysql mode,TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,migration_disable_time,3600s,"the duration in which the observer stays in the \'block_migrate_in\' status, which means it is not allowed to migrate into the server. Range: [1s, +∞)",ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,min_observer_version,4.5.0.0,the min observer version,ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,ob_proxy_readonly_transaction_routing_policy,False,Proxy route policy for readonly sql: whether regard begining read only stmts as in transaction,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,partition_balance_schedule_interval,2h,"the time interval between generate partition balance task. The value should be no less than balancer_idle_time to enable partition balance. Default value 2h and the value 0s means disable partition balance. Range: [0s, +∞)",LOAD_BALANCE,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,query_response_time_flush,False,Flush QUERY_RESPONSE_TIME table and re-read query_response_time_range_baseThe default value is False. Value: TRUE: trigger flush FALSE: do not trigger,TENANT,DYNAMIC_EFFECTIVE,命中关键词: flush,5
磁盘IO,rpc_client_authentication_method,NONE,specifies rpc client authentication method. NONE: without authentication. SSL_NO_ENCRYPT: authentication by SSL handshake but not encrypt the communication channel. SSL_IO: authentication by SSL handshake and encrypt the communication channel,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,rpc_server_authentication_method,ALL,specifies rpc server authentication method. ALL: support all authentication methods. NONE: without authentication. SSL_NO_ENCRYPT: authentication by SSL handshake but not encrypt the communication channel. SSL_IO: authentication by SSL handshake and encrypt the communication channel,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,server_balance_critical_disk_waterlevel,80,disk water level to determine server balance strategy,LOAD_BALANCE,DYNAMIC_EFFECTIVE,命中关键词: disk,5
磁盘IO,spill_compression_codec,NONE,"specific the compression algorithm type to compress the spilled data in temp block store during the sql execution phase. The supported compression codecs are: ZSTD, LZ4, SNAPPY, ZLIB. NONE means no compression.The default value is NONE.",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,sql_protocol_min_tls_version,none,"SQL SSL control options, used to specify the minimum SSL/TLS version number. values: none, TLSv1, TLSv1.1, TLSv1.2, TLSv1.3",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,sys_bkgd_migration_retry_num,3,"retry num limit during migration. Range: [3, 100] in integer",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,syslog_level,WDIAG,"specifies the current level of logging. There are DEBUG, TRACE, WDIAG, EDIAG, INFO, WARN, ERROR, seven different log levels.",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: log,5
磁盘IO,temporary_file_max_disk_size,0M,"maximum disk usage of temporary file on a single node, 0 means no limit. Range: [0,+∞)",TENANT,DYNAMIC_EFFECTIVE,命中关键词: disk,5
磁盘IO,trace_log_slow_query_watermark,1s,"the threshold of execution time (in milliseconds) of a query beyond which it is considered to be \'slow query\'. Range: [1ms,+∞)",OBSERVER,DYNAMIC_EFFECTIVE,"命中关键词: io, log",5
磁盘IO,undo_retention,1800,"the low threshold value of undo retention. The system retains undo for at least the time specified in this config when active txn protection is banned. Range: [0, 4294967295]",TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,weak_read_version_refresh_interval,100ms,"the time interval to refresh cluster weak read version Range: [50ms, +∞)",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,5
磁盘IO,writing_throttling_maximum_duration,2h,"maximum duration of writting throttling(in minutes), max value is 3 days",TRANS,DYNAMIC_EFFECTIVE,命中关键词: io,5
CPU调度,_parallel_min_message_pool,16M,"DTL message buffer pool reserve the mininum size after extend the size. Range: [16M,8G]",TENANT,DYNAMIC_EFFECTIVE,命中关键词: parallel,4
CPU调度,_parallel_server_sleep_time,1,"sleep time between get channel data in millisecond. Range: [0, 2000]",TENANT,DYNAMIC_EFFECTIVE,命中关键词: parallel,4
CPU调度,high_priority_net_thread_count,0,"the number of rpc I/O threads for high priority messages, 0 means set off. Range: [0, 64] in integer",OBSERVER,STATIC_EFFECTIVE,命中关键词: thread,4
CPU调度,recover_table_concurrency,0,"The maximum number of tables that can be recovered concurrently during the cross-tenant table import stage of tables recovery.Range: [0,16] in integer. Especially, 0 means default value",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: concurrency,4
SQL执行,_enable_new_sql_nio,True,specifies whether SQL serial network is turned on. Turned on to support mysql_send_long_dataThe default value is True. Value: TRUE: turned on FALSE: turned off,OBSERVER,STATIC_EFFECTIVE,命中关键词: sql,4
SQL执行,_enable_optimizer_qualify_filter,True,Enable extracting qualify filters for window function,TENANT,DYNAMIC_EFFECTIVE,命中关键词: optimizer,4
SQL执行,_force_subquery_unnest,False,"aggressively unnest all subqueries that can be unnested, with correctness guaranteed.",TENANT,DYNAMIC_EFFECTIVE,命中关键词: query,4
SQL执行,_ob_query_rate_limit,-1,the maximun throughput allowed for a tenant per observer instance,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: query,4
SQL执行,_optimizer_better_inlist_costing,True,enable improved costing of index access using in-list(s),TENANT,DYNAMIC_EFFECTIVE,命中关键词: optimizer,4
SQL执行,_optimizer_group_by_placement,True,enable group by placement transform rule,TENANT,DYNAMIC_EFFECTIVE,命中关键词: optimizer,4
SQL执行,_optimizer_skip_scan_enabled,True,enable/disable index skip scan,TENANT,DYNAMIC_EFFECTIVE,命中关键词: optimizer,4
SQL执行,_optimizer_sortmerge_join_enabled,True,enable/disable merge join,TENANT,DYNAMIC_EFFECTIVE,命中关键词: optimizer,4
SQL执行,_px_join_skew_handling,True,enables skew handling for parallel joins. The  default value is True.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: px,4
SQL执行,_px_join_skew_minfreq,30,"sets minimum frequency(%) for skewed value for parallel joins. Range: [1, 100] in integer",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: px,4
SQL执行,_px_max_pipeline_depth,2,"max parallel execution pipeline depth, range: [2,3]",TENANT,DYNAMIC_EFFECTIVE,命中关键词: px,4
SQL执行,_sql_insert_multi_values_split_opt,True,True means that the split + batch optimization for inserting multiple rows of the insert values ​​statement can be done,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: sql,4
SQL执行,_sqlexec_disable_hash_based_distagg_tiv,False,disable hash based distinct aggregation in the second stage of three stage aggregation for gby queriesValue:  True:turned on  False: turned off,TENANT,DYNAMIC_EFFECTIVE,命中关键词: sql,4
SQL执行,_xa_gc_timeout,24h,specifies the threshold value for a xa record to be considered as obsolete,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: timeout,4
SQL执行,balancer_task_timeout,20m,"the time to execute the load-balancing task before it is terminated. Range: [1s, +∞)",LOAD_BALANCE,DYNAMIC_EFFECTIVE,命中关键词: timeout,4
SQL执行,large_query_threshold,600s,"threshold for execution time beyond which a request may be paused and rescheduled as a \'large request\', 0ms means disable \'large request\'. Range: [0ms, +∞)",TENANT,DYNAMIC_EFFECTIVE,命中关键词: query,4
SQL执行,optimizer_index_cost_adj,0,adjust costing of index scan,TENANT,DYNAMIC_EFFECTIVE,命中关键词: optimizer,4
SQL执行,plsql_v2_compatibility,False,allows to control store routine compile action at DDL stage,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: sql,4
SQL执行,px_task_size,2M,to be removed,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: px,4
SQL执行,rpc_timeout,2s,the time during which a RPC request is permitted to execute before it is terminated,RPC,DYNAMIC_EFFECTIVE,命中关键词: timeout,4
内存管理,_enable_adaptive_merge_schedule,True,specifies whether the tenant's adaptive merge scheduling is enabledValue: True:turned on;  False: turned off,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,4
内存管理,_enable_check_trigger_const_variables_assign,True,Used to control whether an error is reported when assigning a value to a const variable in a trigger under an Oracle tenant,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,4
内存管理,_max_ls_cnt_per_server,0,specify max ls count of one tenant on one observer.WARNING: Modifying this can potentially destabilize the cluster. It is strongly advised to avoid making such changes as they are unlikely to be necessary.0: the cluster will adapt the max ls number according to the memory size of tenant itself,OBSERVER,DYNAMIC_EFFECTIVE,"命中关键词: memory, mem, tenant",4
内存管理,_ob_ash_size,0M,"to limit the memory size for ash buffer. Range: [0,1G] 0 means using default ash size, 30MB in normal case, 10M in mini mode",OBSERVER,DYNAMIC_EFFECTIVE,"命中关键词: memory, mem, buffer",4
内存管理,_parquet_row_group_prebuffer_size,0M,"the parquet prefetch maximum row group size. Range: [0, +∞)",SSTABLE,DYNAMIC_EFFECTIVE,命中关键词: buffer,4
内存管理,_pc_adaptive_min_exec_time_threshold,1s,"minimum execution time threshold for enabling adaptive plan cache. Range: [0, +∞]",TENANT,DYNAMIC_EFFECTIVE,"命中关键词: cache, tenant",4
内存管理,_restore_emergency_inc_major_sstable_threshold,48,"Inc Major SSTable count threshold to trigger emergency compaction during restore. When restore tenant's Inc Major SSTable count reaches this threshold, system will prioritize inc major compaction to prevent restore from hanging due to too many Inc Major SSTables. Range: [2,64] in integer",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,4
内存管理,_ss_storage_stat_report_interval,10m,"Control the reporting period of __all_tenant_ss_storage_statRange: [10s, 24d]",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,4
内存管理,_standby_max_replay_gap_time,900s,"The difference in replayable_scn between log streams on standby tenants is not greater than _standby_max_replay_gap_time, and the gap between sync_scn and replayable_scn of each log stream is kept reasonably small. Range: [10s, )",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,4
内存管理,default_progressive_merge_num,0,"default progressive_merge_num when tenant create tableRange:[0,)",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,4
内存管理,dtl_buffer_size,64K,to be removed,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: buffer,4
内存管理,enable_global_background_resource_isolation,False,"When set to false, foreground and background tasks are isolated within the tenant; When set to true, isolate background tasks individually upon tenant-level",OBSERVER,STATIC_EFFECTIVE,"命中关键词: tenant, resource",4
内存管理,global_index_auto_split_policy,ALL,"if the auto-partition clause is not used, this config judge whether to enable auto-partition for global index.DISTRIBUTED: enable auto-partition for creating global index if tenant has multiple nodes, e.g., multiple primary zones or multiple units;ALL: enable auto-partition for creating all global index;OFF: disable auto-partition for all global index.",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,4
内存管理,major_compact_trigger,0,"specifies how many minor freeze should be triggered between two major freeze, Range: [0,65535] in integer",TENANT,DYNAMIC_EFFECTIVE,"命中关键词: tenant, freeze",4
内存管理,major_freeze_duty_time,02:00,"the start time of system daily merge procedure. Range: [00:00, 24:00)",DAILY_MERGE,DYNAMIC_EFFECTIVE,命中关键词: freeze,4
内存管理,suspend_storage_cache_task,False,Suspend background caching tasks.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: cache,4
磁盘IO,_bloom_filter_ratio,3,"The px bloom filter false-positive rate. Range: [0,100]",TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,4
磁盘IO,_enable_range_extraction_for_not_in,True,Enable extract query range for not in predicate,TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,4
磁盘IO,_enable_reserved_user_dcl_restriction,False,specifies whether to forbid non-reserved user to modify reserved users,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,4
磁盘IO,_follower_snapshot_read_retry_duration,0ms,"the waiting time after the first judgment failure of strong reading on followerRange: [0ms, +∞)",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,4
磁盘IO,_preserve_order_for_pagination,False,enable preserver order for limit,TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,4
磁盘IO,_session_context_size,10000,"limits the total number of (namespace, attribute) pairs used by all application contexts in the user session.",OBSERVER,READONLY,命中关键词: io,4
磁盘IO,approx_count_distinct_precision,10,specify the result accuracy of approx_count_distinct,TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,4
磁盘IO,datafile_maxsize,0,"the auto extend max size. Range: [0, +∞)",SSTABLE,DYNAMIC_EFFECTIVE,命中关键词: datafile,4
磁盘IO,datafile_next,0,"the auto extend step. Range: [0, +∞)",SSTABLE,DYNAMIC_EFFECTIVE,命中关键词: datafile,4
磁盘IO,datafile_size,20G,"size of the data file. Range: [0, +∞)",SSTABLE,DYNAMIC_EFFECTIVE,命中关键词: datafile,4
磁盘IO,enable_logservice,False,specifies whether to use logservice. The default value is False,OBSERVER,READONLY,命中关键词: log,4
磁盘IO,external_table_io_hole_size,1M,"deternimistic the maximum distance in bytes between two consecutive ranges; beyond this value, ranges are not combined",TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,4
磁盘IO,external_table_io_range_size,8M,"deternimistic the maximum size in bytes of a combined range; if combining two consecutive ranges would produce a range of a size greater than this, they are not combined",TENANT,DYNAMIC_EFFECTIVE,命中关键词: io,4
磁盘IO,ssl_client_authentication,False,enable server SSL support. Takes effect after ca/cert/key file is configured correctly. ,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,4
SQL执行,enable_tcp_keepalive,True,enable TCP keepalive for the TCP connection of sql protocol. Take effect for new established connections.,OBSERVER,DYNAMIC_EFFECTIVE,"命中关键词: sql, connection",3
内存管理,_audit_mode,NONE,"specifies audit mode,NONE: close audit,MYSQL: use mysql auditORACLE: use oracle audit",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_complex_cbqt_table_num,10,cost-based transform will be disabled when table count in a single stmt exceeds threshold,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_dop_of_collect_external_table_statistics,0,parallelism of pull statistics of external table,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_enable_active_txn_transfer,True,Specifies whether support transfer active tx,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_enable_column_store,True,enable the column store format in storage engine,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_enable_convert_real_to_decimal,False,"specifies whether convert column type float(M,D), double(M,D) to decimal(M,D) in DDL",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_enable_data_based_sqc_dop,True,Assign sqc dop based on data size.,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_enable_dbms_lob_partial_update,False,Enable the capability of dbms_lob to perform partial updates on LOB,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_enable_decimal_int_type,True,specifies wether use decimal_int type as backend for decimal values,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_enable_delete_insert_scan,True,"Only avaliable for table with delete_insert merge_engine type.When it is false, use merge sort when scaning sstables.When it is true, use delete_insert processor when scanning sstables.",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_enable_drop_and_add_index,False,it specifies that whether we can drop and add index in single statement,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_enable_enum_set_subschema,True,Specifies whether to enable the enum/set extended type info is stored as subschema and to activate the related new type cast logic behavior.,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
